timestamp,open,high,low,close,volume,turnover
2025-07-09 14:23:00,168.49,168.63,168.49,168.62,0.553,93.234
2025-07-09 14:24:00,168.62,168.62,168.45,168.52,0.327,55.0937
2025-07-09 14:25:00,168.52,168.61,168.45,168.5,0.54,91.00385
2025-07-09 14:26:00,168.5,168.61,168.5,168.55,0.693,116.81019
2025-07-09 14:27:00,168.55,168.62,168.55,168.55,0.535,90.19669
2025-07-09 14:28:00,168.55,168.57,168.5,168.5,0.551,92.86513
2025-07-09 14:29:00,168.5,168.55,168.5,168.52,0.258,43.48254
2025-07-09 14:30:00,168.52,168.52,168.44,168.47,0.324,54.58237
2025-07-09 14:31:00,168.47,168.58,168.45,168.56,0.458,77.1894
2025-07-09 14:32:00,168.56,168.6,168.49,168.6,0.355,59.82989
2025-07-09 14:33:00,168.6,168.6,168.48,168.53,0.312,52.57094
2025-07-09 14:34:00,168.53,168.53,168.46,168.48,0.346,58.29865
2025-07-09 14:35:00,168.48,168.61,168.48,168.58,0.55,92.72615
2025-07-09 14:36:00,168.58,168.62,168.46,168.52,0.615,103.64975
2025-07-09 14:37:00,168.52,168.52,168.43,168.51,0.244,41.10797
2025-07-09 14:38:00,168.51,168.58,168.44,168.48,0.456,76.83679
2025-07-09 14:39:00,168.48,168.6,168.46,168.6,0.447,75.32564
2025-07-09 14:40:00,168.6,168.61,168.46,168.49,0.363,61.17333
2025-07-09 14:41:00,168.49,168.59,168.49,168.59,0.253,42.6394
2025-07-09 14:42:00,168.59,168.59,168.43,168.43,0.463,77.99989
2025-07-09 14:43:00,168.43,168.61,168.43,168.46,0.59,99.45646
2025-07-09 14:44:00,168.46,168.63,168.46,168.56,0.401,67.61056
2025-07-09 14:45:00,168.56,168.56,168.44,168.44,0.57,96.03369
2025-07-09 14:46:00,168.44,168.61,168.44,168.53,0.406,68.43072
2025-07-09 14:47:00,168.53,168.61,168.46,168.61,0.399,67.24689
2025-07-09 14:48:00,168.61,168.62,168.43,168.43,0.735,123.87094
2025-07-09 14:49:00,168.43,168.59,168.43,168.56,0.528,89.00837
2025-07-09 14:50:00,168.56,168.56,168.48,168.48,0.295,49.70575
2025-07-09 14:51:00,168.48,168.61,168.47,168.49,0.682,114.954
2025-07-09 14:52:00,168.49,168.59,168.45,168.59,0.723,121.86099
2025-07-09 14:53:00,168.59,168.59,168.49,168.51,0.443,74.64972
2025-07-09 14:54:00,168.51,168.62,168.46,168.57,0.656,110.57456
2025-07-09 14:55:00,168.57,168.57,168.51,168.51,0.536,90.32958
2025-07-09 14:56:00,168.51,168.6,168.45,168.49,0.21,35.39302
2025-07-09 14:57:00,168.49,168.6,168.47,168.47,0.37,62.3614
2025-07-09 14:58:00,168.47,168.5,168.44,168.44,0.607,102.25487
2025-07-09 14:59:00,168.44,168.59,168.44,168.59,0.121,20.39103
2025-07-09 15:00:00,168.59,168.59,168.5,168.51,0.409,68.92424
2025-07-09 15:01:00,168.51,168.63,168.5,168.57,0.745,125.58136
2025-07-09 15:02:00,168.57,168.62,168.49,168.56,0.452,76.18529
2025-07-09 15:03:00,168.56,168.56,168.51,168.54,0.43,72.47047
2025-07-09 15:04:00,168.54,168.57,168.46,168.54,0.394,66.39944
2025-07-09 15:05:00,168.54,168.59,168.52,168.59,0.343,57.81013
2025-07-09 15:06:00,168.59,168.61,168.5,168.61,0.329,55.44722
2025-07-09 15:07:00,168.61,168.61,168.45,168.6,0.741,124.90637
2025-07-09 15:08:00,168.6,168.61,168.51,168.51,0.547,92.18626
2025-07-09 15:09:00,168.51,168.59,168.45,168.45,0.252,42.47092
2025-07-09 15:10:00,168.45,168.61,168.45,168.59,0.459,77.37545
2025-07-09 15:11:00,168.59,168.59,168.45,168.51,0.69,116.26676
2025-07-09 15:12:00,168.51,168.51,168.48,168.48,0.539,90.81932
2025-07-09 15:13:00,168.48,168.57,168.46,168.54,0.551,92.86138
2025-07-09 15:14:00,168.54,168.63,168.51,168.51,0.265,44.66166
2025-07-09 15:15:00,168.51,168.63,168.46,168.46,0.351,59.13994
2025-07-09 15:16:00,168.46,168.57,168.46,168.47,0.612,103.13764
2025-07-09 15:17:00,168.47,168.58,168.47,168.58,0.413,69.6
2025-07-09 15:18:00,168.58,168.58,168.45,168.54,0.799,134.63725
2025-07-09 15:19:00,168.54,168.54,168.43,168.43,0.267,44.9876
2025-07-09 15:20:00,168.43,168.58,168.43,168.44,0.449,75.65717
2025-07-09 15:21:00,168.44,168.6,168.44,168.58,0.294,49.56244
2025-07-09 15:22:00,168.58,168.58,168.47,168.54,0.634,106.85807
2025-07-09 15:23:00,168.54,168.63,168.54,168.61,0.482,81.27624
2025-07-09 15:24:00,168.61,168.61,168.44,168.55,0.637,107.34707
2025-07-09 15:25:00,168.55,168.62,168.46,168.46,0.208,35.05975
2025-07-09 15:26:00,168.46,168.62,168.43,168.6,0.555,93.54338
2025-07-09 15:27:00,168.6,168.6,168.45,168.52,0.613,103.28861
2025-07-09 15:28:00,168.52,168.61,168.45,168.51,0.657,110.70956
2025-07-09 15:29:00,168.51,168.63,168.51,168.52,0.342,57.65226
2025-07-09 15:30:00,168.52,168.52,168.43,168.43,0.435,73.28277
2025-07-09 15:31:00,168.43,168.58,168.43,168.57,0.515,86.80806
2025-07-09 15:32:00,168.57,168.57,168.5,168.55,0.666,112.23866
2025-07-09 15:33:00,168.55,168.56,168.47,168.47,0.377,63.53797
2025-07-09 15:34:00,168.47,168.62,168.44,168.62,0.317,53.42566
2025-07-09 15:35:00,168.62,168.62,168.52,168.6,0.552,93.04848
2025-07-09 15:36:00,168.6,168.6,168.44,168.51,0.424,71.44333
2025-07-09 15:37:00,168.51,168.63,168.51,168.6,0.342,57.66142
